Date,ATM_1M,RR_1M,BF_1M,ATM_3M,RR_3M,BF_3M,ATM_1Y,RR_1Y,BF_1Y,FX_SPOT,,,,,,,,,,,,,,,,,
6/20/2023,6.2025,-0.1925,0.0725,6.425,-0.42,0.13,6.76,-0.775,0.255,1.09,,,,,,,,,,,,,,,,,
6/21/2023,6.005,-0.2275,0.075,6.3425,-0.48,0.13,6.6425,-0.8075,0.2575,1.10,,,,,,,,,,,,,,,,,
6/22/2023,5.9475,-0.25,0.075,6.3375,-0.49,0.13,6.5825,-0.83,0.2575,1.10,,,,,,,,,,,,,,,,,
6/23/2023,6.255,-0.34,0.075,6.51,-0.5575,0.1325,6.6825,-0.8825,0.26,1.09,,,,,,,,,,,,,,,,,
6/26/2023,6.285,-0.3575,0.075,6.52,-0.5825,0.1325,6.7475,-0.9275,0.26,1.09,,,,,,,,,,,,,,,,,
6/27/2023,6.555,-0.3675,0.0775,6.4825,-0.5975,0.1325,6.7075,-0.9575,0.2625,1.10,,,,,,,,,,,,,,,,,
6/28/2023,6.7125,-0.4,0.0775,6.58,-0.6,0.1325,6.735,-0.98,0.265,1.09,,,,,,,,,,,,,,,,,
6/29/2023,6.6625,-0.3825,0.075,6.6675,-0.6025,0.1325,6.775,-0.9975,0.2625,1.09,,,,,,,,,,,,,,,,,
6/30/2023,6.575,-0.38,0.075,6.58,-0.5975,0.1325,6.7825,-0.985,0.2625,1.09,,,,,,,,,,,,,,,,,
7/3/2023,6.5675,-0.3575,0.0775,6.5,-0.58,0.1325,6.6825,-0.985,0.265,1.09,,,,,,,,,,,,,,,,,
7/4/2023,6.4075,-0.33,0.0775,6.3975,-0.535,0.12,6.6425,-0.96,0.2625,1.09,,,,,,,,,,,,,,,,,
7/5/2023,6.455,-0.325,0.075,6.4475,-0.555,0.1325,6.6325,-1.005,0.265,1.09,,,,,,,,,,,,,,,,,
7/6/2023,6.6775,-0.325,0.0775,6.63,-0.5525,0.1225,6.7175,-0.985,0.265,1.09,,,,,,,,,,,,,,,,,
7/7/2023,6.325,-0.31,0.075,6.415,-0.5375,0.13,6.615,-0.995,0.265,1.10,,,,,,,,,,,,,,,,,
7/10/2023,6.605,-0.27,0.075,6.4125,-0.5,0.13,6.62,-0.9775,0.2625,1.10,,,,,,,,,,,,,,,,,
7/11/2023,6.6075,-0.25,0.075,6.375,-0.52,0.13,6.585,-0.985,0.265,1.10,,,,,,,,,,,,,,,,,
7/12/2023,6.5625,-0.2075,0.075,6.3225,-0.485,0.13,6.395,-1.0325,0.2675,1.11,,,,,,,,,,,,,,,,,
7/13/2023,6.59,-0.0675,0.105,6.3,-0.35,0.1675,6.2625,-0.9325,0.3,1.12,,,,,,,,,,,,,,,,,
7/14/2023,6.6175,-0.05,0.125,6.345,-0.345,0.185,6.4,-0.9025,0.3225,1.12,,,,,,,,,,,,,,,,,
7/17/2023,6.6425,-0.05,0.125,6.375,-0.34,0.1875,6.375,-0.855,0.33,1.12,,,,,,,,,,,,,,,,,
7/18/2023,6.6575,-0.03,0.125,6.375,-0.32,0.19,6.3975,-0.825,0.3325,1.12,,,,,,,,,,,,,,,,,
7/19/2023,6.6775,-0.0475,0.125,6.4225,-0.2975,0.19,6.45,-0.8225,0.3225,1.12,,,,,,,,,,,,,,,,,
7/20/2023,6.7275,-0.14,0.125,6.61,-0.35,0.19,6.55,-0.8025,0.3225,1.11,,,,,,,,,,,,,,,,,
7/21/2023,6.725,-0.1425,0.125,6.5375,-0.35,0.18,6.5475,-0.825,0.3225,1.11,,,,,,,,,,,,,,,,,
7/24/2023,6.9075,-0.14,0.1275,6.6275,-0.35,0.18,6.6125,-0.825,0.3225,1.11,,,,,,,,,,,,,,,,,
7/25/2023,6.9475,-0.1775,0.11,6.7075,-0.4,0.1775,6.65,-0.8825,0.3075,1.11,,,,,,,,,,,,,,,,,
7/26/2023,6.795,-0.205,0.1025,6.6975,-0.4,0.1775,6.65,-0.88,0.31,1.11,,,,,,,,,,,,,,,,,
7/27/2023,6.9225,-0.2825,0.11,6.775,-0.4825,0.1775,6.7225,-0.895,0.305,1.10,,,,,,,,,,,,,,,,,
7/28/2023,6.67,-0.25,0.1025,6.72,-0.45,0.1575,6.6975,-0.8825,0.31,1.10,,,,,,,,,,,,,,,,,
7/31/2023,6.74,-0.25,0.1025,6.64,-0.4475,0.1575,6.6625,-0.9025,0.31,1.10,,,,,,,,,,,,,,,,,
8/1/2023,6.9575,-0.25,0.0925,6.78,-0.45,0.1575,6.8,-0.9025,0.3075,1.10,,,,,,,,,,,,,,,,,
8/2/2023,7.045,-0.2975,0.09,6.95,-0.5,0.155,6.8675,-0.9325,0.3075,1.09,,,,,,,,,,,,,,,,,
8/3/2023,6.9475,-0.345,0.09,7.085,-0.55,0.16,6.9475,-0.9625,0.2975,1.09,,,,,,,,,,,,,,,,,
8/4/2023,6.4175,-0.3,0.09,6.7625,-0.53,0.1575,6.84,-0.9425,0.2975,1.10,,,,,,,,,,,,,,,,,
8/7/2023,6.55,-0.3,0.09,6.7825,-0.51,0.1575,6.8225,-0.9425,0.2975,1.10,,,,,,,,,,,,,,,,,
8/8/2023,6.7025,-0.3,0.09,6.865,-0.51,0.15,6.9325,-0.9575,0.2975,1.10,,,,,,,,,,,,,,,,,
8/9/2023,6.6525,-0.295,0.09,6.83,-0.53,0.15,6.9375,-0.96,0.2975,1.10,,,,,,,,,,,,,,,,,
8/10/2023,6.3275,-0.3,0.08,6.7675,-0.5,0.1475,6.8425,-0.9375,0.2975,1.10,,,,,,,,,,,,,,,,,
8/11/2023,6.3875,-0.295,0.08,6.6375,-0.495,0.1475,6.775,-0.935,0.3,1.09,,,,,,,,,,,,,,,,,
8/14/2023,6.865,-0.3,0.08,6.8125,-0.5,0.1475,6.875,-0.94,0.3,1.09,,,,,,,,,,,,,,,,,
8/15/2023,6.89,-0.295,0.08,6.8575,-0.5,0.1475,6.8875,-0.9375,0.2975,1.09,,,,,,,,,,,,,,,,,
8/16/2023,7.0325,-0.4,0.0825,6.9975,-0.6,0.1525,6.9725,-0.98,0.2975,1.09,,,,,,,,,,,,,,,,,
8/17/2023,6.98,-0.43,0.085,7.115,-0.625,0.15,7.0925,-1.005,0.3,1.09,,,,,,,,,,,,,,,,,
8/18/2023,6.9075,-0.42,0.095,7.0725,-0.625,0.15,7.1,-0.9875,0.3025,1.09,,,,,,,,,,,,,,,,,
8/21/2023,7.0125,-0.4,0.09,6.9575,-0.625,0.1475,7.0475,-1.0075,0.3125,1.09,,,,,,,,,,,,,,,,,
8/22/2023,7.15,-0.3975,0.0875,6.995,-0.6,0.145,7.0725,-1.0075,0.3125,1.08,,,,,,,,,,,,,,,,,
8/23/2023,7.2,-0.3975,0.0875,7.055,-0.6325,0.1475,7.1725,-1.005,0.31,1.09,,,,,,,,,,,,,,,,,
8/24/2023,7.1375,-0.42,0.09,7.175,-0.65,0.1475,7.2375,-1.0275,0.31,1.08,,,,,,,,,,,,,,,,,
8/25/2023,7.1275,-0.4825,0.0925,7.115,-0.69,0.15,7.255,-1.025,0.31,1.08,,,,,,,,,,,,,,,,,
8/28/2023,7.0025,-0.48,0.0925,7.015,-0.705,0.15,7.1975,-1.0575,0.3125,1.08,,,,,,,,,,,,,,,,,
8/29/2023,6.88,-0.45,0.08,6.8475,-0.65,0.1475,7.075,-1.035,0.3,1.09,,,,,,,,,,,,,,,,,
8/30/2023,6.8125,-0.34,0.0775,6.72,-0.555,0.135,6.88,-0.98,0.3,1.09,,,,,,,,,,,,,,,,,
8/31/2023,6.9225,-0.37,0.08,6.915,-0.6225,0.1375,6.99,-1.0075,0.2875,1.08,,,,,,,,,,,,,,,,,
9/1/2023,6.7475,-0.4,0.08,6.885,-0.605,0.14,6.985,-0.98,0.28,1.08,,,,,,,,,,,,,,,,,
9/4/2023,6.7875,-0.4,0.08,6.775,-0.6,0.135,6.8975,-0.985,0.285,1.08,,,,,,,,,,,,,,,,,
9/5/2023,7.1675,-0.43,0.08,6.975,-0.63,0.135,7.0825,-1.035,0.2875,1.07,,,,,,,,,,,,,,,,,
9/6/2023,7.225,-0.45,0.08,7.0325,-0.625,0.1375,7.065,-1.01,0.275,1.07,,,,,,,,,,,,,,,,,
9/7/2023,7.06,-0.43,0.09,7.065,-0.645,0.15,7.1125,-1.01,0.285,1.07,,,,,,,,,,,,,,,,,
9/8/2023,6.7825,-0.4,0.08,6.9125,-0.625,0.1375,7.0375,-1.01,0.275,1.07,,,,,,,,,,,,,,,,,
9/11/2023,6.835,-0.3475,0.0775,6.8125,-0.59,0.1375,6.9675,-0.99,0.2725,1.08,,,,,,,,,,,,,,,,,
9/12/2023,7.015,-0.35,0.08,6.8225,-0.59,0.135,6.9525,-0.99,0.2725,1.08,,,,,,,,,,,,,,,,,
9/13/2023,6.8875,-0.31,0.0775,6.7675,-0.59,0.1375,6.9475,-0.99,0.2725,1.07,,,,,,,,,,,,,,,,,
9/14/2023,6.6325,-0.4,0.0675,6.97,-0.5925,0.1325,6.94,-0.9925,0.2725,1.06,,,,,,,,,,,,,,,,,
9/15/2023,6.505,-0.3975,0.0675,6.8875,-0.59,0.135,6.95,-0.9925,0.2725,1.07,,,,,,,,,,,,,,,,,
9/18/2023,6.6375,-0.37,0.0675,6.8475,-0.59,0.125,6.9575,-0.9925,0.275,1.07,,,,,,,,,,,,,,,,,
9/19/2023,6.585,-0.35,0.065,6.8125,-0.56,0.1225,6.95,-0.985,0.275,1.07,,,,,,,,,,,,,,,,,
9/20/2023,6.5825,-0.29,0.0675,6.8125,-0.56,0.1225,6.935,-0.9825,0.2725,1.07,,,,,,,,,,,,,,,,,
9/21/2023,6.4975,-0.34,0.0675,6.905,-0.6,0.125,6.9975,-0.9825,0.2725,1.07,,,,,,,,,,,,,,,,,
9/22/2023,6.2575,-0.35,0.0675,6.78,-0.6,0.125,6.9475,-0.9825,0.2725,1.07,,,,,,,,,,,,,,,,,
9/25/2023,6.6625,-0.37,0.0675,6.9975,-0.6,0.125,7.0625,-0.9825,0.2725,1.06,,,,,,,,,,,,,,,,,
9/26/2023,7.0925,-0.45,0.08,7.1475,-0.67,0.1375,7.225,-1.035,0.285,1.06,,,,,,,,,,,,,,,,,
9/27/2023,7.3275,-0.5,0.095,7.295,-0.695,0.1475,7.415,-1.035,0.31,1.05,,,,,,,,,,,,,,,,,
9/28/2023,7.0975,-0.5,0.0825,7.265,-0.695,0.15,7.35,-1.04,0.3,1.06,,,,,,,,,,,,,,,,,
9/29/2023,6.81,-0.48,0.0825,7.0975,-0.675,0.15,7.25,-1.0375,0.2975,1.06,,,,,,,,,,,,,,,,,
10/2/2023,7.46,-0.5,0.1125,7.2375,-0.675,0.16,7.4375,-1.0075,0.3025,1.05,,,,,,,,,,,,,,,,,
10/3/2023,7.77,-0.6475,0.1175,7.5,-0.8425,0.1875,7.6425,-1.17,0.32,1.05,,,,,,,,,,,,,,,,,
10/4/2023,7.6975,-0.625,0.12,7.51,-0.83,0.19,7.6475,-1.195,0.3425,1.05,,,,,,,,,,,,,,,,,
10/5/2023,7.5075,-0.605,0.12,7.4125,-0.83,0.18,7.5925,-1.195,0.3325,1.06,,,,,,,,,,,,,,,,,
10/6/2023,7.265,-0.5475,0.11,7.19,-0.805,0.1775,7.475,-1.195,0.33,1.06,,,,,,,,,,,,,,,,,
10/9/2023,7.66,-0.63,0.12,7.4725,-0.85,0.1875,7.6425,-1.235,0.33,1.06,,,,,,,,,,,,,,,,,
10/10/2023,7.49,-0.55,0.0975,7.3175,-0.8,0.165,7.53,-1.19,0.315,1.06,,,,,,,,,,,,,,,,,
10/11/2023,7.3525,-0.45,0.085,7.2325,-0.755,0.1625,7.3975,-1.1925,0.3175,1.06,,,,,,,,,,,,,,,,,
10/12/2023,7.28,-0.48,0.085,7.275,-0.725,0.1625,7.46,-1.1925,0.3175,1.05,,,,,,,,,,,,,,,,,
10/13/2023,7.79,-0.6425,0.1125,7.545,-0.8675,0.1675,7.715,-1.2975,0.335,1.05,,,,,,,,,,,,,,,,,
10/16/2023,7.5625,-0.6025,0.09,7.365,-0.8475,0.1575,7.5975,-1.2975,0.325,1.06,,,,,,,,,,,,,,,,,
10/17/2023,7.4025,-0.5575,0.09,7.29,-0.825,0.1575,7.5825,-1.25,0.3225,1.06,,,,,,,,,,,,,,,,,
10/18/2023,7.5925,-0.6,0.0975,7.4075,-0.85,0.1675,7.7075,-1.23,0.2925,1.05,,,,,,,,,,,,,,,,,
10/19/2023,7.585,-0.6225,0.1125,7.5375,-0.87,0.19,7.7625,-1.2925,0.335,1.06,,,,,,,,,,,,,,,,,
10/20/2023,7.5725,-0.645,0.1225,7.4675,-0.875,0.1925,7.75,-1.315,0.34,1.06,,,,,,,,,,,,,,,,,
10/23/2023,7.2975,-0.46,0.0975,7.175,-0.71,0.175,7.5225,-1.1675,0.32,1.07,,,,,,,,,,,,,,,,,
10/24/2023,7.265,-0.42,0.095,7.1725,-0.695,0.175,7.5175,-1.1625,0.3225,1.06,,,,,,,,,,,,,,,,,
10/25/2023,7.295,-0.425,0.095,7.2825,-0.695,0.165,7.515,-1.14,0.32,1.06,,,,,,,,,,,,,,,,,
10/26/2023,6.9125,-0.42,0.0975,7.2075,-0.705,0.165,7.4975,-1.14,0.32,1.06,,,,,,,,,,,,,,,,,
10/27/2023,6.7175,-0.4,0.0825,7.0125,-0.68,0.1625,7.465,-1.14,0.32,1.06,,,,,,,,,,,,,,,,,
10/30/2023,6.6375,-0.35,0.0925,6.885,-0.655,0.15,7.3725,-1.14,0.3175,1.06,,,,,,,,,,,,,,,,,
10/31/2023,6.8425,-0.39,0.08,6.98,-0.66,0.14,7.35,-1.135,0.305,1.06,,,,,,,,,,,,,,,,,
11/1/2023,6.5975,-0.35,0.0775,6.95,-0.65,0.14,7.3225,-1.135,0.3075,1.06,,,,,,,,,,,,,,,,,
11/2/2023,6.455,-0.245,0.0775,6.8675,-0.55,0.1375,7.0975,-1.035,0.2925,1.06,,,,,,,,,,,,,,,,,
11/3/2023,6.3425,-0.21,0.0775,6.665,-0.505,0.1375,6.925,-0.99,0.29,1.07,,,,,,,,,,,,,,,,,
11/6/2023,6.3975,-0.22,0.0775,6.63,-0.505,0.135,6.8975,-0.975,0.2875,1.07,,,,,,,,,,,,,,,,,
11/7/2023,6.4475,-0.25,0.0775,6.6875,-0.51,0.135,6.9225,-1.0075,0.275,1.07,,,,,,,,,,,,,,,,,
11/8/2023,6.415,-0.24,0.07,6.665,-0.505,0.125,6.89,-0.985,0.275,1.07,,,,,,,,,,,,,,,,,
11/9/2023,6.4,-0.22,0.0675,6.6825,-0.505,0.1225,6.865,-0.965,0.275,1.07,,,,,,,,,,,,,,,,,
11/10/2023,6.33,-0.22,0.075,6.4975,-0.505,0.1225,6.8825,-0.965,0.275,1.07,,,,,,,,,,,,,,,,,
11/13/2023,6.4125,-0.18,0.0775,6.5025,-0.5,0.1225,6.8575,-0.96,0.275,1.07,,,,,,,,,,,,,,,,,
11/14/2023,6.615,-0.1275,0.0775,6.3125,-0.4,0.12,6.715,-0.9325,0.2625,1.09,,,,,,,,,,,,,,,,,
11/15/2023,6.5375,-0.17,0.065,6.265,-0.42,0.12,6.6075,-0.98,0.265,1.08,,,,,,,,,,,,,,,,,
11/16/2023,6.3125,-0.15,0.0675,6.235,-0.3975,0.1125,6.635,-0.9225,0.2475,1.09,,,,,,,,,,,,,,,,,
11/17/2023,6.28,-0.15,0.065,6.1825,-0.4025,0.11,6.65,-0.955,0.2525,1.09,,,,,,,,,,,,,,,,,
11/20/2023,6.4125,-0.11,0.0775,6.1075,-0.35,0.11,6.4975,-0.88,0.2475,1.09,,,,,,,,,,,,,,,,,
11/21/2023,6.57,-0.18,0.0775,6.1875,-0.4,0.12,6.535,-0.9325,0.25,1.09,,,,,,,,,,,,,,,,,
11/22/2023,6.6675,-0.24,0.0775,6.305,-0.47,0.1225,6.5975,-0.955,0.2625,1.09,,,,,,,,,,,,,,,,,
11/23/2023,6.6575,-0.245,0.0775,6.31,-0.475,0.1225,6.575,-0.96,0.2525,1.09,,,,,,,,,,,,,,,,,
11/24/2023,6.3025,-0.245,0.08,6.12,-0.475,0.12,6.5175,-0.96,0.25,1.09,,,,,,,,,,,,,,,,,
11/27/2023,6.165,-0.265,0.0775,6.1075,-0.5,0.1225,6.5025,-0.985,0.2525,1.10,,,,,,,,,,,,,,,,,
11/28/2023,6.3325,-0.245,0.0775,6.12,-0.495,0.125,6.5075,-0.985,0.26,1.10,,,,,,,,,,,,,,,,,
11/29/2023,6.4575,-0.24,0.0775,6.23,-0.5,0.125,6.56,-0.965,0.26,1.10,,,,,,,,,,,,,,,,,
11/30/2023,6.3875,-0.29,0.08,6.34,-0.52,0.125,6.5825,-0.985,0.2625,1.09,,,,,,,,,,,,,,,,,
12/1/2023,6.4875,-0.29,0.08,6.4225,-0.52,0.1225,6.6325,-0.985,0.26,1.09,,,,,,,,,,,,,,,,,
12/4/2023,6.8175,-0.31,0.08,6.5425,-0.55,0.125,6.7275,-1.0325,0.26,1.08,,,,,,,,,,,,,,,,,
12/5/2023,6.9175,-0.4,0.08,6.725,-0.63,0.125,6.8975,-1.06,0.2625,1.08,,,,,,,,,,,,,,,,,
12/6/2023,6.825,-0.4025,0.0825,6.7325,-0.65,0.1275,6.8975,-1.0175,0.26,1.08,,,,,,,,,,,,,,,,,
12/7/2023,7.05,-0.425,0.08,6.87,-0.655,0.125,7.035,-1.085,0.2625,1.08,,,,,,,,,,,,,,,,,
12/8/2023,6.6475,-0.405,0.08,6.7425,-0.655,0.1275,6.95,-1.085,0.265,1.08,,,,,,,,,,,,,,,,,
12/11/2023,6.885,-0.3675,0.0775,6.6725,-0.605,0.115,6.925,-1.0175,0.2225,1.08,,,,,,,,,,,,,,,,,
12/12/2023,6.5,-0.3375,0.0725,6.54,-0.565,0.115,6.875,-0.9925,0.2425,1.08,,,,,,,,,,,,,,,,,
12/13/2023,6.1325,-0.2575,0.075,6.3425,-0.5275,0.115,6.7725,-0.9625,0.235,1.09,,,,,,,,,,,,,,,,,
12/14/2023,6.1675,-0.2025,0.0725,6.4275,-0.4525,0.115,6.7,-0.9525,0.2375,1.10,,,,,,,,,,,,,,,,,
12/15/2023,6.01,-0.2125,0.0725,6.425,-0.46,0.115,6.73,-0.9525,0.2375,1.09,,,,,,,,,,,,,,,,,
12/18/2023,5.97,-0.215,0.0725,6.3475,-0.46,0.115,6.7325,-0.94,0.235,1.09,,,,,,,,,,,,,,,,,
12/19/2023,5.89,-0.2075,0.0725,6.2875,-0.455,0.1125,6.71,-0.9175,0.2225,1.10,,,,,,,,,,,,,,,,,
12/20/2023,5.885,-0.22,0.065,6.335,-0.48,0.105,6.7375,-0.935,0.2175,1.09,,,,,,,,,,,,,,,,,
12/21/2023,6.2675,-0.17,0.075,6.4725,-0.4525,0.115,6.76,-0.905,0.225,1.10,,,,,,,,,,,,,,,,,
12/22/2023,6.37,-0.12,0.0725,6.505,-0.4375,0.1175,6.7625,-0.905,0.235,1.10,,,,,,,,,,,,,,,,,
12/25/2023,6.6375,-0.1075,0.08,6.62,-0.42,0.125,6.775,-0.915,0.235,1.10,,,,,,,,,,,,,,,,,
12/26/2023,6.51,-0.125,0.0725,6.5575,-0.425,0.115,6.755,-0.8925,0.2175,1.10,,,,,,,,,,,,,,,,,
12/27/2023,6.6075,-0.0825,0.075,6.6,-0.3825,0.115,6.725,-0.8825,0.23,1.11,,,,,,,,,,,,,,,,,
12/28/2023,6.7525,-0.1025,0.075,6.68,-0.39,0.115,6.705,-0.865,0.22,1.11,,,,,,,,,,,,,,,,,
12/29/2023,6.885,-0.1425,0.0775,6.625,-0.3925,0.1125,6.6975,-0.8675,0.2225,1.10,,,,,,,,,,,,,,,,,
1/1/2024,7.0525,-0.14,0.075,6.6675,-0.39,0.1125,6.7025,-0.8675,0.225,1.10,,,,,,,,,,,,,,,,,
1/2/2024,7.3075,-0.18,0.075,6.7875,-0.4025,0.11,6.7625,-0.8625,0.215,1.09,,,,,,,,,,,,,,,,,
1/3/2024,7.38,-0.23,0.075,6.88,-0.425,0.11,6.8025,-0.88,0.215,1.09,,,,,,,,,,,,,,,,,
1/4/2024,7.0975,-0.2225,0.075,6.76,-0.43,0.11,6.8,-0.8975,0.2275,1.09,,,,,,,,,,,,,,,,,
1/5/2024,6.8525,-0.18,0.0775,6.675,-0.4075,0.1175,6.775,-0.905,0.255,1.09,,,,,,,,,,,,,,,,,
1/8/2024,6.845,-0.2,0.0725,6.5725,-0.4025,0.1125,6.72,-0.88,0.235,1.10,,,,,,,,,,,,,,,,,
1/9/2024,6.71,-0.17,0.075,6.495,-0.395,0.115,6.7175,-0.8625,0.245,1.09,,,,,,,,,,,,,,,,,
1/10/2024,6.695,-0.1475,0.0725,6.5125,-0.3775,0.1075,6.7075,-0.86,0.23,1.10,,,,,,,,,,,,,,,,,
1/11/2024,6.37,-0.1275,0.0725,6.4025,-0.355,0.1075,6.61,-0.845,0.22,1.10,,,,,,,,,,,,,,,,,
1/12/2024,6.2825,-0.13,0.07,6.3925,-0.3575,0.1075,6.695,-0.8525,0.2225,1.10,,,,,,,,,,,,,,,,,
1/15/2024,6.2975,-0.12,0.075,6.27,-0.35,0.1125,6.635,-0.83,0.235,1.10,,,,,,,,,,,,,,,,,
1/16/2024,6.685,-0.21,0.0775,6.535,-0.425,0.1175,6.83,-0.895,0.235,1.09,,,,,,,,,,,,,,,,,
1/17/2024,6.6475,-0.23,0.075,6.5425,-0.455,0.12,6.895,-0.9475,0.2375,1.09,,,,,,,,,,,,,,,,,
1/18/2024,6.27,-0.19,0.07,6.475,-0.43,0.12,6.8725,-0.9225,0.24,1.09,,,,,,,,,,,,,,,,,
1/19/2024,5.965,-0.185,0.0725,6.3025,-0.4325,0.1125,6.83,-0.925,0.24,1.09,,,,,,,,,,,,,,,,,
1/22/2024,6.1725,-0.16,0.0725,6.285,-0.4125,0.1125,6.8525,-0.9175,0.2375,1.09,,,,,,,,,,,,,,,,,
1/23/2024,6.4075,-0.2075,0.0775,6.435,-0.4325,0.115,6.9325,-0.9325,0.2375,1.09,,,,,,,,,,,,,,,,,
1/24/2024,6.33,-0.17,0.075,6.385,-0.405,0.115,6.8775,-0.9225,0.24,1.09,,,,,,,,,,,,,,,,,
1/25/2024,6.19,-0.2,0.07,6.405,-0.41,0.11,6.8425,-0.9,0.2275,1.08,,,,,,,,,,,,,,,,,
1/26/2024,6.165,-0.205,0.07,6.415,-0.41,0.115,6.8625,-0.9225,0.235,1.09,,,,,,,,,,,,,,,,,
1/29/2024,6.4325,-0.205,0.0725,6.585,-0.415,0.11,6.96,-0.925,0.24,1.08,,,,,,,,,,,,,,,,,
1/30/2024,6.47,-0.2,0.075,6.5525,-0.4175,0.1125,6.965,-0.93,0.24,1.08,,,,,,,,,,,,,,,,,
1/31/2024,6.49,-0.2175,0.0775,6.6175,-0.4325,0.115,7.0125,-0.9275,0.23,1.08,,,,,,,,,,,,,,,,,
2/1/2024,6.3675,-0.2325,0.075,6.6175,-0.45,0.115,6.95,-0.925,0.23,1.09,,,,,,,,,,,,,,,,,
2/2/2024,6.17,-0.25,0.0725,6.6575,-0.4475,0.11,7.04,-0.925,0.225,1.08,,,,,,,,,,,,,,,,,
2/5/2024,6.4175,-0.2775,0.075,6.83,-0.485,0.12,7.125,-0.95,0.24,1.07,,,,,,,,,,,,,,,,,
2/6/2024,6.275,-0.235,0.0725,6.67,-0.45,0.11,7.0475,-0.9125,0.235,1.08,,,,,,,,,,,,,,,,,
2/7/2024,6.2275,-0.2025,0.075,6.4625,-0.405,0.12,6.95,-0.8975,0.2375,1.08,,,,,,,,,,,,,,,,,
2/8/2024,6.135,-0.16,0.065,6.315,-0.385,0.105,6.86,-0.86,0.22,1.08,,,,,,,,,,,,,,,,,
2/9/2024,5.6775,-0.1125,0.06,6.1325,-0.3475,0.0975,6.79,-0.835,0.225,1.08,,,,,,,,,,,,,,,,,
2/12/2024,5.895,-0.105,0.065,6.12,-0.3475,0.1175,6.8,-0.8375,0.2525,1.08,,,,,,,,,,,,,,,,,
2/13/2024,5.8925,-0.15,0.065,6.08,-0.37,0.105,6.8425,-0.855,0.2525,1.07,,,,,,,,,,,,,,,,,
2/14/2024,5.745,-0.13,0.06,5.9775,-0.3475,0.1,6.8125,-0.815,0.22,1.07,,,,,,,,,,,,,,,,,
2/15/2024,5.4925,-0.13,0.06,5.8825,-0.35,0.1025,6.6975,-0.81,0.225,1.08,,,,,,,,,,,,,,,,,
2/16/2024,5.49,-0.11,0.055,5.905,-0.3375,0.0975,6.695,-0.7925,0.2225,1.08,,,,,,,,,,,,,,,,,
2/19/2024,5.6425,-0.095,0.0575,5.925,-0.32,0.1,6.6625,-0.78,0.225,1.08,,,,,,,,,,,,,,,,,
2/20/2024,5.6975,-0.055,0.055,5.8225,-0.285,0.09,6.5775,-0.7625,0.2175,1.08,,,,,,,,,,,,,,,,,
2/21/2024,5.77,-0.0525,0.0525,5.7075,-0.2875,0.085,6.5175,-0.7575,0.2175,1.08,,,,,,,,,,,,,,,,,
2/22/2024,5.79,-0.055,0.05,5.67,-0.3025,0.0925,6.445,-0.7625,0.2175,1.08,,,,,,,,,,,,,,,,,
2/23/2024,5.4425,-0.11,0.05,5.6075,-0.295,0.0875,6.3575,-0.75,0.22,1.08,,,,,,,,,,,,,,,,,
2/26/2024,5.5575,-0.1075,0.055,5.6325,-0.2875,0.0775,6.355,-0.7325,0.2175,1.09,,,,,,,,,,,,,,,,,
2/27/2024,5.785,-0.1225,0.0525,5.7,-0.2875,0.0825,6.405,-0.7125,0.2125,1.08,,,,,,,,,,,,,,,,,
2/28/2024,5.8825,-0.15,0.055,5.7925,-0.345,0.09,6.4225,-0.73,0.2275,1.08,,,,,,,,,,,,,,,,,
2/29/2024,5.7175,-0.205,0.0625,5.8375,-0.355,0.0875,6.435,-0.725,0.205,1.08,,,,,,,,,,,,,,,,,
3/1/2024,5.5775,-0.185,0.06,5.75,-0.34,0.085,6.4525,-0.72,0.2125,1.08,,,,,,,,,,,,,,,,,
3/4/2024,5.6375,-0.185,0.0575,5.7075,-0.3425,0.09,6.3975,-0.7125,0.2125,1.09,,,,,,,,,,,,,,,,,
3/5/2024,5.695,-0.165,0.065,5.7175,-0.32,0.0825,6.3725,-0.7225,0.225,1.09,,,,,,,,,,,,,,,,,
3/6/2024,5.785,-0.1425,0.0525,5.8125,-0.3175,0.0875,6.39,-0.715,0.21,1.09,,,,,,,,,,,,,,,,,
3/7/2024,5.635,-0.1075,0.0625,5.81,-0.3,0.09,6.4125,-0.7225,0.2225,1.09,,,,,,,,,,,,,,,,,
3/8/2024,5.5525,-0.1275,0.06,5.645,-0.29,0.09,6.34,-0.685,0.21,1.09,,,,,,,,,,,,,,,,,
3/11/2024,5.8325,-0.12,0.0625,5.67,-0.2925,0.0875,6.325,-0.6825,0.2125,1.09,,,,,,,,,,,,,,,,,
3/12/2024,5.3375,-0.1225,0.06,5.395,-0.29,0.085,6.1525,-0.6725,0.2075,1.09,,,,,,,,,,,,,,,,,
3/13/2024,5.115,-0.1,0.0575,5.325,-0.295,0.08,6.075,-0.675,0.235,1.09,,,,,,,,,,,,,,,,,
3/14/2024,5.2325,-0.16,0.065,5.5025,-0.3175,0.0875,6.205,-0.69,0.215,1.09,,,,,,,,,,,,,,,,,
3/15/2024,5.16,-0.1675,0.0675,5.4275,-0.3175,0.09,6.165,-0.685,0.21,1.09,,,,,,,,,,,,,,,,,
3/18/2024,5.19,-0.16,0.06,5.375,-0.3175,0.0875,6.1175,-0.675,0.215,1.09,,,,,,,,,,,,,,,,,
3/19/2024,5.355,-0.235,0.07,5.4375,-0.37,0.1025,6.1775,-0.72,0.2325,1.09,,,,,,,,,,,,,,,,,
